Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,4307.39990234375,4312.58984375,4226.66015625,4227.27978515625,4227.27978515625,86282800
2014-01-03,4238.759765625,4258.89013671875,4228.85009765625,4247.64990234375,4247.64990234375,59137700
2014-01-06,4242.27001953125,4261.33984375,4221.7099609375,4227.5400390625,4227.5400390625,68734800
2014-01-07,4231.5,4266.9599609375,4215.58984375,4262.68017578125,4262.68017578125,102867800
2014-01-08,4269.4599609375,4272.06982421875,4245.56005859375,4260.9599609375,4260.9599609375,100876000
2014-01-09,4260.22021484375,4278.10986328125,4216.06982421875,4225.14013671875,4225.14013671875,137083700
2014-01-10,4246.52978515625,4269.3798828125,4233.2900390625,4250.60009765625,4250.60009765625,128366300
2014-01-13,4261.7001953125,4268.72021484375,4246.72021484375,4263.27001953125,4263.27001953125,103307900
2014-01-14,4226.68994140625,4274.2001953125,4213.56982421875,4274.2001953125,4274.2001953125,103190900
2014-01-15,4286.5498046875,4332.06982421875,4283.10986328125,4332.06982421875,4332.06982421875,116462900
2014-01-16,4333.2998046875,4334.9599609375,4312.830078125,4319.27001953125,4319.27001953125,113299100
2014-01-17,4324.08984375,4341.85986328125,4312.85986328125,4327.5,4327.5,132673900
2014-01-20,4320.81005859375,4333.31982421875,4314.0498046875,4322.85986328125,4322.85986328125,75947500
2014-01-21,4326.91015625,4351.2099609375,4317.0498046875,4323.8701171875,4323.8701171875,113288700
2014-01-22,4338.41015625,4347.02001953125,4308.06982421875,4324.97998046875,4324.97998046875,95595000
2014-01-23,4318.89990234375,4339.1298828125,4266.97998046875,4280.9599609375,4280.9599609375,121891000
2014-01-24,4283.60009765625,4292.14013671875,4154.9501953125,4161.47021484375,4161.47021484375,181128600
2014-01-27,4166.27978515625,4172.27978515625,4137.9599609375,4144.56005859375,4144.56005859375,138816400
2014-01-28,4171.47998046875,4198.2001953125,4153.81982421875,4185.2900390625,4185.2900390625,124485100
2014-01-29,4220.740234375,4245.9599609375,4106.52978515625,4156.97998046875,4156.97998046875,156697700
2014-01-30,4160.2099609375,4195.5400390625,4123.66015625,4180.02001953125,4180.02001953125,110023300
2014-01-31,4194.72021484375,4194.72021484375,4098.7099609375,4165.72021484375,4165.72021484375,144400500
2014-02-03,4160.27978515625,4184.9501953125,4104.66015625,4107.75,4107.75,119653500
2014-02-04,4092.139892578125,4132.2900390625,4080.60009765625,4117.4501953125,4117.4501953125,135698700
2014-02-05,4111.669921875,4136.60986328125,4098.68994140625,4117.7900390625,4117.7900390625,123523300
2014-02-06,4138.97021484375,4200.580078125,4122.75,4188.10009765625,4188.10009765625,234833600
2014-02-07,4198.77001953125,4228.89990234375,4171.68017578125,4228.18017578125,4228.18017578125,139519300
2014-02-10,4247.580078125,4251.3798828125,4229.06982421875,4237.1298828125,4237.1298828125,101803100
2014-02-11,4251.2900390625,4283.31982421875,4247.3701171875,4283.31982421875,4283.31982421875,137945000
2014-02-12,4295.7900390625,4324.31982421875,4288.009765625,4305.5,4305.5,118668600
2014-02-13,4292.9599609375,4316.2900390625,4275.240234375,4312.7998046875,4312.7998046875,111612600
2014-02-14,4320.14990234375,4340.3798828125,4304.990234375,4340.14013671875,4340.14013671875,97863100
2014-02-17,4345.580078125,4352.5400390625,4330.0,4335.169921875,4335.169921875,62954100
2014-02-18,4340.8701171875,4342.41015625,4304.66015625,4330.7099609375,4330.7099609375,91570300
2014-02-19,4321.64990234375,4352.72021484375,4312.7998046875,4341.10009765625,4341.10009765625,101227100
2014-02-20,4298.10986328125,4356.64990234375,4290.47021484375,4355.490234375,4355.490234375,122837400
2014-02-21,4369.83984375,4383.14990234375,4353.14990234375,4381.06005859375,4381.06005859375,102371300
2014-02-24,4374.4599609375,4419.1298828125,4373.56982421875,4419.1298828125,4419.1298828125,95223800
2014-02-25,4406.419921875,4416.16015625,4383.240234375,4414.5498046875,4414.5498046875,111757500
2014-02-26,4414.35986328125,4420.93994140625,4381.18994140625,4396.91015625,4396.91015625,113683200
2014-02-27,4400.66015625,4408.22998046875,4354.9501953125,4396.39013671875,4396.39013671875,142607100
2014-02-28,4405.2001953125,4413.64990234375,4367.9599609375,4408.080078125,4408.080078125,120235300
2014-03-03,4338.7900390625,4346.9501953125,4288.43994140625,4290.8701171875,4290.8701171875,157761500
2014-03-04,4340.830078125,4399.81005859375,4337.35009765625,4395.89990234375,4395.89990234375,125890900
2014-03-05,4384.60986328125,4402.1201171875,4377.64990234375,4391.25,4391.25,106194600
2014-03-06,4408.1298828125,4431.16015625,4402.16015625,4417.0400390625,4417.0400390625,147376000
2014-03-07,4416.16015625,4432.5,4364.2001953125,4366.419921875,4366.419921875,157180000
2014-03-10,4365.490234375,4417.7998046875,4346.830078125,4370.83984375,4370.83984375,129388400
2014-03-11,4384.740234375,4386.72998046875,4343.9501953125,4349.72021484375,4349.72021484375,102575400
2014-03-12,4322.759765625,4327.85009765625,4273.3798828125,4306.259765625,4306.259765625,123684500
2014-03-13,4315.39013671875,4319.64013671875,4250.509765625,4250.509765625,4250.509765625,112881900
2014-03-14,4220.64990234375,4236.580078125,4183.0,4216.3701171875,4216.3701171875,184194100
2014-03-17,4216.91015625,4277.06005859375,4211.6201171875,4271.9599609375,4271.9599609375,105750500
