Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,9598.25,9620.9296875,9394.2099609375,9400.0400390625,9400.0400390625,90956900
2014-01-03,9409.66015625,9453.48046875,9367.990234375,9435.150390625,9435.150390625,58772900
2014-01-06,9419.4404296875,9468.7998046875,9399.8095703125,9428.0,9428.0,53653700
2014-01-07,9446.25,9518.7197265625,9416.8603515625,9506.2001953125,9506.2001953125,79946800
2014-01-08,9512.7900390625,9516.259765625,9467.9501953125,9497.83984375,9497.83984375,90140400
2014-01-09,9492.240234375,9549.5,9402.7998046875,9421.6103515625,9421.6103515625,98917000
2014-01-10,9473.8701171875,9529.7001953125,9441.25,9473.240234375,9473.240234375,96130400
2014-01-13,9497.919921875,9519.2998046875,9457.3095703125,9510.169921875,9510.169921875,85787700
2014-01-14,9391.4599609375,9540.509765625,9381.9404296875,9540.509765625,9540.509765625,104777800
2014-01-15,9590.5703125,9747.400390625,9582.099609375,9733.8095703125,9733.8095703125,120099000
2014-01-16,9742.2099609375,9747.3701171875,9702.9697265625,9717.7099609375,9717.7099609375,87811900
2014-01-17,9718.2001953125,9789.8896484375,9709.1396484375,9742.9599609375,9742.9599609375,131098100
2014-01-20,9713.2001953125,9733.400390625,9672.3203125,9715.900390625,9715.900390625,78126100
2014-01-21,9751.98046875,9794.0498046875,9714.01953125,9730.1201171875,9730.1201171875,80839600
2014-01-22,9752.1103515625,9765.6298828125,9677.1396484375,9720.1103515625,9720.1103515625,84234100
2014-01-23,9690.509765625,9728.7802734375,9596.490234375,9631.0400390625,9631.0400390625,98660400
2014-01-24,9646.650390625,9664.240234375,9374.080078125,9392.01953125,9392.01953125,125916200
2014-01-27,9389.169921875,9402.7197265625,9310.990234375,9349.2197265625,9349.2197265625,112554100
2014-01-28,9405.5302734375,9427.58984375,9345.759765625,9406.91015625,9406.91015625,99322000
2014-01-29,9507.349609375,9537.6298828125,9221.2998046875,9336.73046875,9336.73046875,126384200
2014-01-30,9343.509765625,9415.48046875,9266.9501953125,9373.48046875,9373.48046875,97748700
2014-01-31,9339.83984375,9346.7900390625,9166.0498046875,9306.48046875,9306.48046875,126856500
2014-02-03,9318.76953125,9357.580078125,9173.5595703125,9186.51953125,9186.51953125,105545400
2014-02-04,9126.4599609375,9166.98046875,9071.25,9127.91015625,9127.91015625,114598200
2014-02-05,9105.2802734375,9154.7197265625,9080.8701171875,9116.3203125,9116.3203125,95608700
2014-02-06,9166.4599609375,9274.4599609375,9128.9697265625,9256.580078125,9256.580078125,122685200
2014-02-07,9275.3798828125,9323.240234375,9223.2099609375,9301.919921875,9301.919921875,89003400
2014-02-10,9331.7099609375,9346.1298828125,9280.1796875,9289.8603515625,9289.8603515625,59599900
2014-02-11,9338.7998046875,9478.76953125,9338.009765625,9478.76953125,9478.76953125,76248400
2014-02-12,9505.1201171875,9594.849609375,9501.9599609375,9540.0,9540.0,85292300
2014-02-13,9522.66015625,9600.6396484375,9479.8603515625,9596.76953125,9596.76953125,93209100
2014-02-14,9615.51953125,9677.5302734375,9593.3701171875,9662.400390625,9662.400390625,91504800
2014-02-17,9661.7998046875,9682.1904296875,9645.509765625,9656.759765625,9656.759765625,45850100
